25	 -3090.651767
30	 -3095.451362
35	 -3098.685139
40	 -3100.643080
45	 -3101.573939
50	 -3101.623134
55	 -3100.955792
60	 -3099.710191
65	 -3097.995831
70	 -3095.960046
75	 -3093.694260
80	 -3091.238517
